112	stairs	About 20 kids in traditional clothing and hats waiting on stairs .
865	a classroom	a dark-skinned , dark-haired girl in a grey tee-shirt is standing at her desk in a classroom .
868	his desk	a dark-skinned , dark-haired boy wearing a black adidas cap , a white tee-shirt with long sleeves and a sleeveless dark grey pullover is sitting at his desk in a classroom .
868	a classroom	a dark-skinned , dark-haired boy wearing a black adidas cap , a white tee-shirt with long sleeves and a sleeveless dark grey pullover is sitting at his desk in a classroom .
869	a desk	a dark-skinned , dark-haired girl in grey tee-shirt is sitting at a desk in a classroom .
869	a classroom	a dark-skinned , dark-haired girl in grey tee-shirt is sitting at a desk in a classroom .
871	her classroom	a dark-skinned , dark-haired girl wearing a purple pullover and black pants standing in her classroom in front of all the desks where the other pupils are sitting ( in the background ) .
871	the desks	a dark-skinned , dark-haired girl wearing a purple pullover and black pants standing in her classroom in front of all the desks where the other pupils are sitting ( in the background ) .
871	the background	a dark-skinned , dark-haired girl wearing a purple pullover and black pants standing in her classroom in front of all the desks where the other pupils are sitting ( in the background ) .
871	the background	there is a blackboard in the background too .
872	a classroom	a dark-skinned , dark-haired boy in a blue jumper with a yellow zip and a light blue nametag is standing in a classroom .
872	him	some kids are standing behind him .
873	a classroom	a dark-skinned , dark-haired boy wearing a purple tee-shirt and an open white and blue jacket is standing in a classroom .
875	classroom	a dark-skinned girl with black , ear-long hair in a green pullover and sleeveless brownish jumper is standing in a classroom .
875	her	behind her a boy with a blue cap , white tee-shirt and red pants .
875	the background	a blackboard and more kids sitting at their desk in the background .
875	their desk	a blackboard and more kids sitting at their desk in the background .
879	his desk	a dark-haired , dark-skinned boy in a brown pullover sitting at his desk in a classroom .
879	a classroom	a dark-haired , dark-skinned boy in a brown pullover sitting at his desk in a classroom .
879	the desk	some sheets of paper on the desk .
879	the background	more kids are standing in the background .
885	classroom	a dark-skinned , dark-haired girl with two short pigtails wearing a red tee-shirt , a white shirt and a greyish-blue pullover standing in a classroom .
885	her	one girl wearing the same outfit plus a pink nametag standing right behind her .
885	their desk	other kids are sitting at their desk in the background .
885	the background	other kids are sitting at their desk in the background .
892	a classroom	a dark-skinned , dark-haired boy wearing a coloured polo shirt sitting in a classroom .
892	the background	more kids and comic figures on a wall in the background .
892	a wall	more kids and comic figures on a wall in the background .
893	classroom	a dark-skinned , dark-haired boy wearing a yellow Umbro sweater with black sleeves , black collar and a black zip is standing in a classroom .
893	their desks	more kids at their desks in the classroom .
893	the classroom	more kids at their desks in the classroom .
893	the background	also a blackboard in the background .
894	a classroom	a dark-skinned girl with long black hair wearing a red blouse and blue dungarees is standing in a classroom .
894	their desks	four kids are sitting at their desks and are watching her in the background .
894	the background	four kids are sitting at their desks and are watching her in the background .
895	a classroom	a dark-skinned , dark-haired boy wearing a light brown cap , a white shirt and a blue pullover with a light blue nametag is standing in a classroom .
895	the background	some kids in the background are watching him , others are at their desk .
895	their desk	some kids in the background are watching him , others are at their desk .
895	the background	there is also a blackboard in the background .
896	a classroom	a dark-skinned dark-haired boy in grey tee-shirt with blue collar , SA print and a wet spot at the front standing in a classroom .
896	the background	several desks , two more kids and a blackboard in the background .
897	a classroom	a dark-skinned girl with long black hair wearing a purple dress with green edges standing in a classroom .
897	her	boy dressed in green behind her eating something .
897	their desks	more kids at their desks in the background .
897	the background	more kids at their desks in the background .
899	a classroom	a dark-skinned girl with dark long hair wearing a white vest is standing in a classroom in front of all the desks .
899	the desks	a dark-skinned girl with dark long hair wearing a white vest is standing in a classroom in front of all the desks .
899	the background	a blackboard and more kids sitting at their desks in the background .
899	their desks	a blackboard and more kids sitting at their desks in the background .
900	a classroom	a dark-haired , dark-skinned girl in grey tee-shirt with Pokemon print and pink edge standing in a classroom in front of the desks .
900	the desks	a dark-haired , dark-skinned girl in grey tee-shirt with Pokemon print and pink edge standing in a classroom in front of the desks .
900	the background	more kids and a blackboard in the background .
901	the background	sand , stones and rocks in the background .
904	the background	sand , stones and rocks in the background .
905	the ground	a boy wearing a turquoise shirt and white hat is sitting on the ground and eating an orange .
905	the background	sand and rocks in the background .
906	the background	stones and rocks in the background .
906	background	hills in the distant background .
907	the background	boulders in the background .
909	the background	rocks in the background .
910	a classroom	a dark-haired , dark-skinned boy wearing white shirt and yellow and grey sweater is standing in a classroom .
910	their desk	other kids sitting at their desk and a blackboard in the background .
910	the background	other kids sitting at their desk and a blackboard in the background .
912	the sand	a boy with a green cap with the script CA wearing a turquoise and green pullover with white and yellow stripes is sitting in the sand outside .
912	the background	sand , stones and boulders in the background .
914	a classroom	a dark-skinned dark-haired girl with two pigtails wearing a pink and white striped pullover is standing in a classroom .
914	the background	blackboard and teacher ( ? ) in the background .
915	the desks	a dark-skinned and dark-haired girl with two pigtails wearing a grey pullover with a pink nametag is standing in front of all the desks in a classroom .
915	a classroom	a dark-skinned and dark-haired girl with two pigtails wearing a grey pullover with a pink nametag is standing in front of all the desks in a classroom .
915	her waist	a grown-up's hand is holding the girl at her waist .
915	their desk	more kids at their desk and a blackboard in the background .
915	the background	more kids at their desk and a blackboard in the background .
916	a classroom	a dark-haired dark-skinned boy wearing a chequered shirt with a light blue nametag standing in a classroom .
916	the background	more kids and a blackboard in the background .
917	the background	sand , stones and rocks in the background .
918	a classroom	a dark-haired , dark-skinned boy wearing a light blue cap , a grey tee-shirt and a red jumper ( that is blue on the inside ) is standing in a classroom .
918	the background	blackboard and kids in the background .
919	a classroom	a dark-skinned , dark-haired boy wearing a light blue tee-shirt is standing in a classroom .
919	their desks	more kids sitting at their desks and a blackboard in the background .
919	the background	more kids sitting at their desks and a blackboard in the background .
921	the desks	a dark-haired , dark-skinned boy in a black tee-shirt and a light blue name tag is standing in front of all the desks in a classroom .
921	a classroom	a dark-haired , dark-skinned boy in a black tee-shirt and a light blue name tag is standing in front of all the desks in a classroom .
921	her desk	one girl sitting at her desk and eating bread .
921	him	another kid in a red jumper standing right behind him .
921	the background	more kids in the background .
922	the pullover	there is a smiling green and yellow plane on the pullover .
922	the background	sandy landscape with stones and rocks in the background .
923	the background	sand and rocks in the background .
924	the background	sandy landscape with stones and rocks in the background .
925	the background	rocky desert in the background .
926	a rocky desert	a girl with medium-long , brunette hair and a white and light brown pullover standing in a rocky desert .
926	the background	rocks in the background .
927	the background	sand and some stones in the background .
929	the background	a couple of bushes and houses in the background , one with a yellow roof , one with a red roof , the rest with grey roofs .
933	it	a dark-skinned dark-haired boy wearing a white cap ( with a green woodpecker on it ) and a white and pink jumper .
934	a grey wall	a dark-haired , dark-skinned boy wearing a grey Nike cap and a grey pullover is standing in front of a grey wall .
935	the background	grey wall of a house on the right , reddish house with some wood on the left in the background .
936	a white wall	a dark-haired boy wearing a black cap , a yellow tee-shirt , a white polo shirt and an open red jacket , is standing in front of a white wall .
939	a thatched roof	a dark-haired boy wearing a dark brown traditional hat and a dark red jacket standing in front of a thatched roof .
941	the backyard	a dark-skinned , dark-haired boy wearing a red cap and a blue jumper with a grey zip standing in the backyard .
941	the background	there is a grey house with a light blue roof in the background .
942	the background	three houses in the background , one with a yellow roof .
942	the meadow	a couple of rocks are lying around in the meadow just behind the girl .
942	the girl	a couple of rocks are lying around in the meadow just behind the girl .
943	the meadow	a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house .
943	a house	a dark-skinned boy wearing a black Nike cap , a chequered shirt and a red jacket ( that is black inside ) is standing in the meadow behind a house .
943	the background	some rocks and stones in the background .
944	a meadow	a dark-skinned , dark-haired girl wearing a traditional green hat and a white cardigan in a meadow behind a grey house .
944	a grey house	a dark-skinned , dark-haired girl wearing a traditional green hat and a white cardigan in a meadow behind a grey house .
947	the backyard	a dark-haired , dark-skinned girl wearing a red vest and a long necklace standing in the backyard of two grey houses .
947	the background	some dowels are lying around in the background .
948	a backyard	a dark-haired , dark-skinned boy in a dark green pullover ( with a white bear on it ) in a backyard .
948	it	a dark-haired , dark-skinned boy in a dark green pullover ( with a white bear on it ) in a backyard .
948	the background	some garbage lying around in the background .
949	the background	short grass and some garbage in the background .
950	a green vest	a dark-haired girl wearing a black hat , a yellow tee-shirt and a white vest underneath a green vest , and a necklace with white and green glass beads .
951	the backyard	a dark-skinned , dark-haired girl wearing a black hat , a red vest and a brown necklace , in the backyard of a house .
952	the backyard	a dark-skinned , dark-haired girl with a black hat and a white pullover and a pink vest underneath a large purple cloth , in the backyard of a house .
952	a house	a dark-skinned , dark-haired girl with a black hat and a white pullover and a pink vest underneath a large purple cloth , in the backyard of a house .
952	a large purple cloth	a dark-skinned , dark-haired girl with a black hat and a white pullover and a pink vest underneath a large purple cloth , in the backyard of a house .
953	a large , red poncho	a dark-skinned , dark-haired girl wearing a black hat , a white pullover underneath a large , red poncho and a brown necklace .
953	background	a grey brick wall and short grass in background .
955	the background	a grey brick wall and short grass in the background .
957	the background	a grey house and short grass in the background .
958	the background	two houses in the background , one with a grey roof , the other one with a light brown roof .
958	the background	short grass and some large stones in the background .
959	the background	exterior shot , with some short grass in the background .
960	a white wall	a dark-skinned , dark-haired boy wearing a grey cap and a dark and light grey jumper with a black zip , in front of a white wall .
962	background	blue sky in background .
963	the backyard	a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house .
963	a house	a dark-skinned , dark-haired girl wearing a black hat , a grey tee-shirt , a dark green vest and a light green poncho , is standing in the backyard of a house .
963	the background	a white painted house with a thatched roof and a wooden fence in the background .
963	the fence	there is also a plastic bag in front of the fence .
966	background	a hilly landscape with a few trees in near background , distant background almost treeless .
967	a branch	portrait of a coloured , dark-haired boy with a bit washed-out green hat , white tee-shirt and a claret vest pullover , in front of a branch of a conifer .
969	the background	short grass and some garbage in the background .
970	background	short grass in background .
971	the background	short grass in the background .
991	a painted wall	a dark-haired boy wearing a black pullover and a light blue jeans jacket is standing in front of a painted wall .
991	hills	the painting shows a sunset behind hills and a tree .
992	a painted wall	a dark-skinned , dark-haired girl in a white shirt in front of a painted wall .
992	a hill	the painting shows a sunset behind a hill and a tree .
992	a tree	the painting shows a sunset behind a hill and a tree .
993	a red door	a dark-skinned boy with a sceptic look , white cap and purple pullover standing in front of a red door with a glasswindow and children's paintings attached .
994	a pile of wood	a dark-haired , dark-skinned boy in a red , white and brown anorak and a blue cap is standing in front of a pile of wood .
995	a pile of wood	a dark-skinned , dark-haired girl wearing a black hat , a grey pullover and a dark turquoise vest is standing in front of a pile of wood .
996	a white wall	a dark-skinned , dark-haired girl with a traditional green hat , black chequered pants and a pink violet poncho is standing in front of a white wall with a light blue fillet .
997	a grey wall	a dark-skinned boy wearing a black and yellow beanie , a white shirt beneath a light blue anorak and black pants leaning against a grey wall .
998	a grey wall	a dark-skinned boy wearing an orange cap , a light and dark blue anorak and grey trousers , is standing in front of a grey wall .
999	a lookout	a dark-skinned boy wearing a grey cap , a red and white striped shirt under a sleeveless grey vest with a black zip , black pants and runners is standing at a lookout and carrying a black bag in his right hand .
999	his right hand	a dark-skinned boy wearing a grey cap , a red and white striped shirt under a sleeveless grey vest with a black zip , black pants and runners is standing at a lookout and carrying a black bag in his right hand .
999	sleeveless grey vest	a dark-skinned boy wearing a grey cap , a red and white striped shirt under a sleeveless grey vest with a black zip , black pants and runners is standing at a lookout and carrying a black bag in his right hand .
1000	a grey wall	a dark-skinned boy wearing a knitted woolly hat and a light and dark grey striped jumper with a grey zip , leaning on a grey wall .
1001	a light grey wall	a dark-skinned boy wearing a black cap and a dark blue and yellow anorak with a black zip in front of a light grey wall .
1003	the background	very rocky landscape with little grass in the background .
1004	a house	a dark-skinned boy wearing a blue cap and a yellow jumper is standing outside a house , having his hands in his pockets .
1004	his pockets	a dark-skinned boy wearing a blue cap and a yellow jumper is standing outside a house , having his hands in his pockets .
1005	red bricks	a boy with a light blue cap , a red pullover , blue jeans and black shoes is standing in front of a pile of red bricks , with his hands in his pockets .
1005	his pockets	a boy with a light blue cap , a red pullover , blue jeans and black shoes is standing in front of a pile of red bricks , with his hands in his pockets .
1005	the background	thatched roofs in the background .
1006	a very colourful wall	a dark-skinned girl wearing a traditional green hat and a purple cloak ( cloth ) standing in front of a very colourful wall .
1007	a very colourful wall	a dark-skinned girl wearing a black hat and a black jacket with red sleeves and a red zip is standing in front of a very colourful wall .
1008	a colourful wall	a dark-skinned , dark-haired girl wearing a black hat and a blue poncho is standing in front of a colourful wall .
1009	a grey wall	a dark-skinned , dark-haired boy wearing a dark blue anorak and grey pants is standing in front of a grey wall .
1010	a grey wall	a dark-skinned boy wearing a black cap with a red shield , a purple jacket with dark green sleeves and red pants is standing in front of a grey wall .
1015	small black saurian	a large black and red saurian next to a small black saurian on some sandy rocks .
1015	sandy rocks	a large black and red saurian next to a small black saurian on some sandy rocks .
1026	a room	interior view of a room with a large wooden bed in the centre .
1026	the bed	there is a wooden commode and a mirror on the left , a wooden bedside table with a table lamp next to the bed and a huge fan on the wall above the bed .
1026	the wall	there is a wooden commode and a mirror on the left , a wooden bedside table with a table lamp next to the bed and a huge fan on the wall above the bed .
1026	the bed	there is a wooden commode and a mirror on the left , a wooden bedside table with a table lamp next to the bed and a huge fan on the wall above the bed .
1029	a wooden chair	a man in white shirt , black jacket , grey pants and black shoes is sitting on a wooden chair and talking on the phone .
1029	the man	on the left ( before the man ) a wooden desk and a vase with flowers .
1029	the chair	there is a black brief-case in front of the chair , and there is also a picture hanging on the wall above the bed .
1029	the wall	there is a black brief-case in front of the chair , and there is also a picture hanging on the wall above the bed .
1029	the bed	there is a black brief-case in front of the chair , and there is also a picture hanging on the wall above the bed .
1030	the entrance	a blue bus is parking in front of the entrance of the Hotel Galeria .
1030	the entrance	there are stairs at the entrance .
1030	the entrance	there are flags and a lamp at each side of the entrance .
1033	an inner courtyard	an inner courtyard with a fountain and flower pots in the centre .
1033	the red building	several arches surround the courtyard on two levels in front of the red building with a blue entrance .
1033	the arches	more flower pots below the arches .
1037	the two beds	interior view of a room with two single beds with a yellow and red chequered bedcover and a night table in between the two beds .
1040	the entrance	arched entrance to a hotel with a revolving glass door and a well exposed flower pot on each side of the entrance .
1041	18 story building	a large , brown , 18 story building with two palm trees , lamps and flags in front .
1041	the background	blue sky in the background .
1049	second floor	exterior view of a light brown house , with stairs rising to the entrance of the second floor on the left , a tower with two small windows in the centre .
1049	a tower	exterior view of a light brown house , with stairs rising to the entrance of the second floor on the left , a tower with two small windows in the centre .
1049	the stairs	there is an arch below the stairs leading to the entrance of the first floor .
1049	the background	blue sky in the background .
1053	it	interior view of a room with white walls , a wooden double bed , white pillows , a brown , green and red striped blanked and a night table with a bedside lamp on it .
1056	the entrance	Five flags and a cobbled street in front of the entrance .
1060	the foreground	a swimming pool in the foreground .
